21499,39655.p
25551,84002.p
30520,325884.p
26508,323851.p
8468,81619.p
611,201560.p
35910,291996.p
55019,127710.p
26489,42015.p
18373,417863.p
88365,16038.p
45920,12107.p
26385,85462.p
47071,4518.p
69380,11600.p
49470,41556.p
34268,221004.p
17653,362605.p
73680,221009.p
1205,40163.p
16316,286734.p
88340,64797.p
23336,34157.p
88027,6638.p
98266,278329.p
44850,210717.p
28339,420472.p
40487,8139.p
28100,408168.p
53969,65206.p
85280,152898.p
67283,83775.p
36776,27744.p
43781,2480.p
33826,15524.p
21895,254405.p
51512,6851.p
78923,37449.p
19920,306417.p
58309,417160.p
52221,106737.p
88363,32224.p
69874,372503.p
51032,286887.p
23374,221483.p
67164,144433.p
31131,274840.p
87240,391769.p
69622,38637.p
14280,2750.p
29149,190679.p
3622,90595.p
21815,228244.p
93256,40805.p
91954,422221.p
70099,397154.p
39028,353994.p
14060,32684.p
62476,141351.p
12857,439078.p
33718,357948.p
45581,33666.p
9866,361295.p
73041,336203.p
43121,409925.p
60180,302537.p
22220,189472.p
36615,8617.p
24537,138927.p
64880,133564.p
13244,1364.p
62248,199662.p
68428,246544.p
24758,419624.p
86442,39177.p
67678,171031.p
53308,23074.p
16093,44652.p
10487,26718.p
82081,32450.p
99885,2392.p
37448,5488.p
54002,434596.p
69932,24723.p
20626,187464.p
76421,272643.p
17118,125757.p
7881,25046.p
29876,278881.p
78021,36277.p
85037,22970.p
84263,20209.p
21129,237581.p
22873,43950.p
4022,39143.p
14244,231541.p
99595,178547.p
38198,441647.p
26827,271485.p
76758,42666.p
92136,121161.p
20158,214300.p
40619,539.p
1400,8259.p
44282,262986.p
53221,31711.p
2506,8489.p
43406,237651.p
8353,175165.p
50417,406588.p
60641,431909.p
89918,40365.p
67964,354396.p
22007,113362.p
54693,165150.p
54381,114608.p
72454,69188.p
63183,101016.p
44399,310169.p
60959,56984.p
47019,271711.p
84133,32926.p
73370,384992.p
12571,149054.p
89303,276832.p
65599,6672.p
10325,104149.p
26725,12120.p
4232,19349.p
74174,126526.p
83275,290121.p
97404,114878.p
62097,307163.p
49498,14193.p
366,223660.p
2183,16948.p
45576,34430.p
48515,153422.p
16973,387899.p
13412,153292.p
5007,8366.p
33952,294326.p
46157,24871.p
73275,18311.p
69713,338502.p
21208,198628.p
66485,333509.p
12274,139811.p
82272,306347.p
68688,219911.p
34789,299344.p
47346,45320.p
76154,246458.p
27504,391533.p
38392,184764.p
87192,27211.p
45976,180756.p
90531,82595.p
41886,386895.p
41488,30925.p
23302,41596.p
29432,97497.p
134,41080.p
75370,24927.p
53054,87369.p
83931,384870.p
53053,198723.p
5977,15979.p
69458,422060.p
35723,21219.p
9764,404386.p
85170,82379.p
10137,30384.p
28834,38146.p
30010,115959.p
96717,37924.p
28926,22108.p
76597,2958.p
35349,316296.p
55716,85500.p
39365,182317.p
11618,39937.p
42893,26339.p
13469,121867.p
41100,1480.p
94697,296334.p
28338,5002.p
22889,261276.p
370,41170.p
22324,334304.p
77828,395694.p
39174,46401.p
49621,279125.p
59670,225678.p
83112,396429.p
4704,30379.p
5506,402800.p
40456,362399.p
16269,310156.p
92791,227687.p
12910,409647.p
89118,101219.p
40492,398834.p
85617,276029.p
25433,44481.p
99268,37392.p
35954,11691.p
94757,38060.p
91783,4481.p
67245,404558.p
81012,383740.p
53559,387298.p
79647,42875.p
12951,355410.p
1820,234509.p
65003,317378.p
86317,144299.p
41946,118787.p
203,246921.p
58919,223151.p
84611,204754.p
93928,3144.p
92115,145526.p
90563,254557.p
13661,298093.p
3017,432105.p
91860,147527.p
43635,344149.p
27641,149402.p
88800,30926.p
40763,83597.p
23940,224597.p
24097,232541.p
16874,19570.p
17501,70632.p
51550,282512.p
52716,225767.p
99576,385521.p
75206,397614.p
7258,254618.p
82461,42069.p
78767,334290.p
59830,415744.p
14068,126164.p
70042,1586.p
95564,275482.p
55392,4621.p
36480,279396.p
53541,167370.p
2968,201382.p
26214,19104.p
92327,426414.p
30538,134201.p
34791,345180.p
5915,35785.p
49569,134297.p
90854,295849.p
17365,322070.p
24633,398190.p
65830,362114.p
96632,6260.p
74402,325782.p
67649,86020.p
65777,10225.p
24069,36109.p
10747,164769.p
83520,138788.p
99530,200914.p
11376,16615.p
98347,96469.p
45958,43396.p
25298,248105.p
98092,252673.p
78319,39284.p
51907,5430.p
39476,406914.p
51921,2766.p
83871,24518.p
94133,31873.p
74602,36907.p
57296,278114.p
3021,382879.p
63030,353979.p
14662,340356.p
10918,169373.p
7858,139334.p
92572,127578.p
70665,43571.p
86515,31318.p
12427,434260.p
27955,299691.p
91024,304864.p
63400,365390.p
49006,271114.p
88297,45283.p
39820,395437.p
62586,144708.p
35437,11695.p
97516,64588.p
56063,168909.p
15851,33705.p
96480,34116.p
12249,27648.p
94458,33755.p
78452,13807.p
68355,214470.p
90561,29683.p
86660,26448.p
11017,188792.p
2430,24182.p
95190,413119.p
16845,34010.p
43572,353993.p
80476,27713.p
68545,6410.p
75251,295725.p
67978,72854.p
50663,109556.p
63273,24929.p
97882,175003.p
24691,184372.p
68505,314592.p
58125,249931.p
8796,37935.p
29265,394905.p
77595,30810.p
86797,35991.p
47172,218086.p
81052,19082.p
64785,10628.p
26939,438928.p
60338,390346.p
42230,50802.p
62556,323824.p
24406,22968.p
91432,416441.p
10664,94003.p
66948,398930.p
29289,169770.p
82905,248841.p
16117,315974.p
25705,369378.p
20851,361445.p
23839,112681.p
95764,57340.p
56062,148827.p
48593,31287.p
45822,17757.p
92532,26162.p
2211,39052.p
84757,1131.p
731,378359.p
75443,12070.p
82450,284770.p
4057,38708.p
50476,26757.p
25972,355229.p
74654,114545.p
25156,34748.p
74274,132907.p
66092,13019.p
88163,408695.p
37466,68169.p
95370,41948.p
46353,157664.p
29194,43297.p
92066,13162.p
96880,70941.p
91841,111275.p
17073,243849.p
43626,327079.p
13754,287200.p
4738,440325.p
91982,106260.p
25270,283698.p
30156,18905.p
94833,106257.p
24652,71114.p
79113,6686.p
91761,13520.p
49479,75780.p
20797,37409.p
52916,251303.p
84126,70797.p
64409,98476.p
19799,392992.p
52117,240953.p
72601,43086.p
72789,310348.p
50162,297530.p
91632,4312.p
13210,207648.p
57171,257129.p
81526,9957.p
99817,235808.p
3079,292365.p
84726,434377.p
13650,40272.p
34165,399945.p
45672,222632.p
37784,10858.p
19716,371223.p
48195,19576.p
42101,329991.p
10792,34681.p
51520,20149.p
46404,45119.p
95424,39209.p
41278,21523.p
52190,17445.p
73069,285849.p
46514,150007.p
73402,294146.p
84467,9494.p
68996,45150.p
38639,349745.p
68444,141253.p
45928,42572.p
65256,38787.p
24557,288589.p
67813,44112.p
24590,321404.p
60722,292452.p
37500,421765.p
94462,374243.p
89624,54473.p
35047,398268.p
51118,1075.p
66083,13599.p
14560,89785.p
70808,167660.p
25593,252794.p
54304,137452.p
5270,147993.p
83336,17795.p
57873,292628.p
99840,46267.p
9327,355383.p
90148,75479.p
41591,13621.p
1588,184787.p
62559,320114.p
93112,23179.p
21497,19032.p
90264,340486.p
76262,17079.p
86332,14397.p
23998,214662.p
17854,123977.p
32963,434923.p
87295,341365.p
1144,11471.p
84705,22375.p
59733,2888.p
40531,253175.p
44592,32525.p
82809,393713.p
93969,13779.p
24474,102818.p
8101,150026.p
27566,18883.p
40895,352011.p
9074,19236.p
84566,171138.p
91592,242883.p
90908,33067.p
12164,34020.p
63951,52586.p
6288,413543.p
91328,69408.p
62707,82155.p
3966,122171.p
88802,416429.p
20011,56955.p
97945,251652.p
94941,26508.p
17544,19158.p
43919,46390.p
39988,268299.p
6693,384652.p
65808,15370.p
2970,25712.p
11615,18245.p
41801,197611.p
94708,379295.p
76555,321795.p
92320,2932.p
80584,438137.p
2981,307065.p
65932,87255.p
53058,369769.p
27054,25638.p
29488,117407.p
29020,340491.p
4488,46315.p
9694,108895.p
28144,357043.p
3785,162449.p
26940,76220.p
34809,46245.p
95921,297515.p
6825,39985.p
28835,147360.p
82967,416689.p
77779,385685.p
73994,28103.p
14891,11085.p
13819,25556.p
58418,205426.p
96508,6737.p
62372,108058.p
20574,30140.p
98863,398386.p
52740,43544.p
44176,186342.p
17902,423089.p
680,255999.p
57923,229859.p
86242,309338.p
20411,95565.p
88145,354144.p
32653,7732.p
71963,30260.p
32693,326056.p
40256,346194.p
61213,27250.p
48281,25900.p
44339,259611.p
44760,379135.p
5198,34860.p
66446,384692.p
37823,216298.p
87520,25666.p
47293,200120.p
73010,412540.p
25208,387254.p
72999,29621.p
82287,147751.p
85319,169719.p
56504,409498.p
96312,17559.p
64559,40933.p
68038,29641.p
73610,38286.p
91167,90040.p
55475,304128.p
1186,151031.p
204,1858.p
17587,218715.p
41781,32795.p
31499,39086.p
99724,162429.p
97062,173639.p
19214,150948.p
14592,324952.p
65732,319052.p
58199,82631.p
95829,361166.p
92715,223664.p
6768,211.p
30680,281873.p
62585,64574.p
1781,377792.p
91143,14006.p
78961,27099.p
16077,234192.p
73977,438407.p
63532,6512.p
44858,211162.p
74336,330229.p
70089,392745.p
47691,38565.p
74591,32740.p
18044,4279.p
37554,323928.p
37445,334264.p
49983,407893.p
38201,354149.p
36559,325642.p
57559,29676.p
76808,12991.p
3354,210972.p
6805,252955.p
32966,369500.p
44901,422671.p
15934,402121.p
75208,321645.p
74481,305500.p
97457,349722.p
37309,255776.p
68338,334902.p
43500,31289.p
7478,436373.p
16557,743.p
10250,231651.p
53474,40747.p
75488,407602.p
91238,33990.p
1130,20547.p
57008,213608.p
35759,24549.p
12230,232044.p
36879,390110.p
79983,35122.p
22098,88749.p
97213,18931.p
74649,354518.p
79391,278901.p
61645,58711.p
91118,254663.p
91104,21370.p
46554,1004.p
8634,55463.p
40688,351643.p
24244,102690.p
100009,307777.p
79726,408331.p
98536,276884.p
4995,186671.p
24781,12838.p
98361,192108.p
56905,323024.p
43749,361747.p
33814,289900.p
95050,22150.p
53538,101264.p
66395,45417.p
75529,72615.p
60764,40019.p
34687,276568.p
15787,237718.p
15031,672.p
65307,162501.p
99261,153634.p
90468,312224.p
37724,39408.p
84874,31391.p
51717,275367.p
41968,159670.p
46657,407974.p
54149,10732.p
19934,36645.p
15178,42031.p
75429,60855.p
39789,57077.p
69301,235193.p
52871,310742.p
68937,266427.p
32034,414702.p
62942,94910.p
73008,132884.p
57854,102013.p
4029,250292.p
17700,116661.p
39121,357144.p
68076,6652.p
13406,17774.p
61654,31525.p
21352,116128.p
69429,174356.p
25533,177278.p
59335,325999.p
83245,416910.p
81679,316779.p
13788,106881.p
59814,323642.p
46381,324647.p
67270,12761.p
32923,218010.p
33948,177162.p
13395,149150.p
91159,21341.p
29383,402175.p
57574,191458.p
5233,29035.p
70805,9513.p
95235,385396.p
48534,326882.p
93288,243722.p
69498,85290.p
90737,252512.p
4367,141272.p
15434,407962.p
24366,416003.p
73202,420755.p
33608,350035.p
76365,8413.p
50881,13109.p
18443,257764.p
69096,431673.p
39254,45953.p
55145,131928.p
66169,179911.p
74686,27902.p
19785,397055.p
61044,33411.p
1681,158579.p
72889,394598.p
19092,165499.p
14150,32440.p
39340,297041.p
19954,19600.p
21061,115118.p
59515,407562.p
67553,409349.p
59619,374725.p
96803,387182.p
1796,430762.p
70748,2962.p
55856,27014.p
57358,138161.p
87485,8480.p
80760,106565.p
67490,416686.p
43301,59771.p
28728,373106.p
65694,281823.p
85757,255396.p
48150,226304.p
68365,130003.p
9604,260739.p
3148,120558.p
35041,18291.p
90312,38201.p
9081,24329.p
53586,226715.p
77582,387057.p
31036,26045.p
77286,166051.p
59821,128260.p
36330,25049.p
31398,85358.p
68789,276767.p
10571,225450.p
70082,38846.p
79761,8704.p
34210,79449.p
16142,354506.p
60418,285370.p
61407,34088.p
3046,142253.p
64638,11638.p
12594,4195.p
49428,138178.p
76612,235283.p
36504,179592.p
19560,41323.p
53171,147327.p
89321,128098.p
98244,403550.p
84147,270108.p
48094,122217.p
61493,148977.p
39217,334280.p
16846,103542.p
57623,72103.p
86798,340203.p
19971,150081.p
71886,11891.p
3722,1375.p
95767,32533.p
57767,90561.p
80945,415675.p
84070,376612.p
28174,102735.p
73581,314048.p
15378,108266.p
48113,3719.p
96053,46240.p
47029,219913.p
64076,10476.p
60257,167457.p
75325,396875.p
86074,40525.p
67691,356074.p
71906,2174.p
80071,243750.p
14535,370052.p
23614,46394.p
43029,276307.p
76770,64309.p
45866,360733.p
4180,84344.p
88599,27813.p
13764,307048.p
60901,367984.p
98494,45318.p
15357,42724.p
16617,432243.p
80875,294272.p
77438,98277.p
22000,234538.p
20439,440956.p
18920,126364.p
7220,2518.p
58884,298610.p
84898,440138.p
17374,306661.p
81068,274602.p
94002,72899.p
75233,32139.p
37016,315301.p
67462,136530.p
64219,411733.p
92681,166648.p
47034,371124.p
89658,55349.p
18444,148029.p
49917,34266.p
44358,416836.p
70966,3098.p
89753,22566.p
84029,1817.p
12749,331920.p
38740,31789.p
45882,179441.p
47648,53143.p
91092,379285.p
44409,230501.p
28654,163695.p
63190,34976.p
67764,191197.p
16830,439992.p
41876,140858.p
16201,334731.p
93519,41928.p
64620,133974.p
20511,13384.p
81704,304692.p
51149,197777.p
13771,309673.p
85184,173832.p
48889,219661.p
43005,11432.p
13295,73297.p
33483,341070.p
97176,24054.p
72770,227420.p
15369,172026.p
35481,172651.p
94085,155343.p
85277,286331.p
451,213446.p
44325,158116.p
43275,398009.p
46453,7002.p
59805,282283.p
25424,193961.p
16018,34400.p
64578,221253.p
91365,206742.p
56412,314924.p
63136,82112.p
50066,369658.p
5637,45156.p
86672,321453.p
87861,317633.p
42357,30915.p
90861,275525.p
55599,40481.p
24103,13630.p
90756,12317.p
13995,19484.p
66893,293033.p
95735,11437.p
7127,43522.p
9966,393249.p
99519,64644.p
17956,133956.p
69120,141240.p
17618,93876.p
2915,242530.p
99337,41232.p
34019,42242.p
72262,195372.p
51807,353743.p
14346,265003.p
51128,123991.p
59006,192688.p
53694,19231.p
95979,295877.p
48524,41423.p
18132,29637.p
75966,274715.p
90571,14844.p
78515,42270.p
10311,43918.p
57421,99100.p
52275,26254.p
44598,300227.p
75022,37739.p
7636,409934.p
1603,15347.p
23779,174171.p
77181,339893.p
68107,390095.p
47380,423280.p
51630,272903.p
67597,28502.p
47054,223095.p
50064,315557.p
43101,171004.p
55449,352281.p
40281,183541.p
53884,160792.p
3347,18038.p
34142,39619.p
10912,22477.p
49622,3126.p
14578,57471.p
46461,437746.p
43655,130018.p
77439,41275.p
27337,2630.p
23713,144298.p
24468,64898.p
48462,44660.p
85428,336236.p
52263,310091.p
17553,9197.p
50805,227347.p
79087,161594.p
23878,253756.p
76148,5200.p
76652,71688.p
52640,394977.p
70509,261168.p
20696,147075.p
9264,131346.p
80212,43773.p
88462,336682.p
31254,199704.p
69961,323676.p
22062,407145.p
12103,32237.p
96303,168437.p
75392,413072.p
2514,13199.p
50469,88645.p
98500,313336.p
6307,303351.p
31785,340982.p
63954,185188.p
50679,130028.p
75774,338817.p
60816,89717.p
99779,325054.p
1749,10109.p
92856,15102.p
50991,403389.p
30724,175370.p
19201,191072.p
43095,409126.p
40505,422321.p
9635,19226.p
42803,328916.p
91337,121466.p
94212,428609.p
16662,27130.p
41522,9722.p
15823,24447.p
91116,328641.p
21105,32423.p
22679,2292.p
47053,43587.p
12839,257783.p
11616,32782.p
89473,77230.p
53281,340391.p
50339,7092.p
24573,37631.p
42389,112040.p
41795,327195.p
92871,425489.p
54189,434999.p
34281,163357.p
39647,152447.p
63738,27595.p
26816,37592.p
16604,11778.p
47423,139488.p
63523,16367.p
56565,298822.p
33061,235058.p
81846,434798.p
95915,274610.p
16021,111069.p
8110,29414.p
84010,398754.p
63772,28900.p
77100,356178.p
63173,314731.p
72671,124.p
66636,278957.p
91259,30267.p
63966,134134.p
27537,121663.p
5091,169865.p
79156,4566.p
96284,345139.p
27299,36704.p
20485,30046.p
49323,33511.p
93960,292603.p
62530,368690.p
49734,12101.p
36779,440374.p
962,40653.p
86982,137382.p
24427,10098.p
96977,910.p
93481,119407.p
12242,105044.p
92953,343918.p
94497,238422.p
15440,263058.p
24173,310353.p
75885,37584.p
95142,322500.p
84012,8875.p
84677,39816.p
8801,304427.p
38843,408998.p
86525,95317.p
91692,397819.p
16194,378540.p
42754,122357.p
91065,36323.p
59116,151059.p
57853,54781.p
6981,1311.p
60514,32395.p
51532,254593.p
87695,11531.p
52277,425967.p
61582,385628.p
80423,105466.p
17089,265581.p
33085,321708.p
24531,130872.p
62736,28111.p
13232,35788.p
78331,272965.p
61226,391395.p
31827,216688.p
59840,42046.p
7826,22585.p
33853,200201.p
63058,431664.p
49060,298237.p
35855,325496.p
10194,10642.p
64875,141275.p
11564,248162.p
4985,195742.p
77294,39480.p
93067,292905.p
59324,109040.p
99880,123315.p
52795,39253.p
72067,216494.p
75675,372627.p
9747,15878.p
30230,363299.p
85928,15551.p
24883,39664.p
32987,321132.p
6459,33934.p
32231,1786.p
72829,30624.p
61650,199504.p
63485,244617.p
11221,309388.p
32601,423975.p
30351,4611.p
32173,40727.p
93526,276823.p
28511,25334.p
2586,335297.p
74242,121160.p
95542,185102.p
76519,34375.p
31707,212890.p
30112,181251.p
31249,120663.p
3979,84283.p
9882,344034.p
40779,278638.p
69494,31351.p
3737,556.p
51658,237612.p
79321,312577.p
8751,91545.p
69632,389074.p
16614,434390.p
21534,39358.p
53013,376048.p
27012,329532.p
70796,8434.p
88932,7680.p
66856,25171.p
30684,176351.p
72420,304685.p
70513,35436.p
2932,27873.p
59377,284745.p
81977,41745.p
875,44062.p
39073,94290.p
65858,117491.p
83794,183107.p
85264,128455.p
43716,244049.p
72250,252745.p
22810,270801.p
69343,40424.p
24643,123011.p
87327,1831.p
59443,213298.p
30053,311240.p
60280,307658.p
14998,4366.p
48588,55873.p
5998,345660.p
79051,165884.p
49368,211095.p
45718,102653.p
17422,18054.p
90202,247047.p
39275,105096.p
7911,417228.p
79970,6478.p
87113,408101.p
58684,40996.p
29496,11904.p
73931,41718.p
6400,409158.p
90242,43112.p
37885,385609.p
36560,286134.p
82519,386449.p
39667,102883.p
76568,429434.p
20516,40480.p
11871,396520.p
72723,50740.p
99160,303939.p
19678,313192.p
33364,325050.p
15085,318521.p
8225,146796.p
50947,424274.p
82371,14332.p
67456,197765.p
51056,253841.p
85398,105122.p
15903,424748.p
79985,66196.p
12818,309332.p
71185,270236.p
78392,38733.p
89135,420067.p
43410,409509.p
2104,262501.p
79206,9565.p
52863,427285.p
99085,66867.p
26853,16211.p
17273,198561.p
60410,433810.p
5075,402455.p
74829,28668.p
52204,370484.p
57112,34682.p
75125,10329.p
83865,5077.p
72382,273412.p
69046,386798.p
51786,279126.p
87956,3580.p
74526,31995.p
49292,350301.p
42681,340283.p
23730,152576.p
15857,87497.p
88563,309195.p
87275,175320.p
5534,38792.p
28404,339794.p
48139,276270.p
70603,132650.p
7599,34498.p
63800,84200.p
13878,2886.p
27115,162788.p
77792,25941.p
75607,39744.p
48349,309888.p
21669,283784.p
79295,10215.p
33678,11932.p
36434,82908.p
58940,96776.p
72815,376626.p
23689,161267.p
41556,196909.p
11420,80148.p
86291,27295.p
97478,125713.p
77844,303128.p
23864,327668.p
65089,155300.p
55714,198482.p
57276,407057.p
433,120600.p
46131,30215.p
39516,3560.p
12613,175240.p
72008,38806.p
30267,292896.p
38235,109744.p
27555,290319.p
44574,384015.p
13930,6182.p
15897,55546.p
61545,20654.p
84761,297337.p
82882,118517.p
63107,441539.p
36220,335636.p
1546,327022.p
97816,415508.p
21855,389782.p
50365,169123.p
11312,14245.p
96990,72134.p
82684,39208.p
55920,121626.p
17250,399930.p
75909,32466.p
9283,41144.p
84866,320042.p
77585,249695.p
18494,410801.p
21420,44622.p
33623,293277.p
63402,72765.p
77249,53470.p
56461,29572.p
50154,313132.p
437,7623.p
60633,6535.p
43464,398557.p
57029,287563.p
73550,205110.p
11030,439132.p
71238,301971.p
35366,156987.p
96242,231957.p
65131,360800.p
20431,45981.p
70568,19485.p
9381,176124.p
8706,393332.p
63769,241636.p
12976,29019.p
49025,10565.p
86383,154646.p
40488,423058.p
70033,149514.p
66988,295607.p
95765,20662.p
79493,23254.p
26991,213750.p
11998,81003.p
76009,166852.p
47560,425580.p
99187,306153.p
21813,11283.p
92597,337847.p
97342,14880.p
76135,363633.p
83597,437508.p
42103,258486.p
28739,42647.p
82044,37854.p
54323,180784.p
26881,5320.p
66866,141282.p
90738,16119.p
86519,136185.p
92133,317287.p
71604,264230.p
45110,25593.p
41997,32174.p
69115,334872.p
26474,169539.p
61014,135448.p
6240,195154.p
65074,376092.p
63514,108420.p
46347,120931.p
23489,22549.p
33116,221905.p
84514,29542.p
3827,413991.p
52288,125444.p
72352,27076.p
41914,198665.p
99999,12053.p
